tweet,location
"Sorors of #DOSProud and members of the Columbus NPHC family joined together to support students at Eastmoor Academy, during today’s #NationalSchoolWalkout - with a town hall meeting &amp; panel discussions on guns and school safety! #SaferTogether #SocialAction #SGRho #SigmaGammaRho https://t.co/wNnfRKovNH","Austintown, OH"
@Werewolf_King_ @News12NJ Right so we can have teachers running around schools with guns!! Hey dopey maybe if we had real gun legislation NOT TAKE GUNS AWAY but stop people from getting AR15 rifles! That takes voting out dopes who take nra special interest money! But you dont want that right?,"Iona, FL"
*pretends to be bothered* https://t.co/hFtxriHoEA,"Washington, DC"
THIS IS WHY TEACHERS SHLD NOT HAVE GUNS IN SCHOOLS! Three Accidental School Shootings in One Week — the Latest by a Teacher in a Gun Safety Class @The74 https://t.co/Vc16tH4JYi,"Queens, NY"
Only at esj🤦🏾‍♀️ https://t.co/ax0bamBHAl,"Louisiana, USA"
The only people worried about stricter gun laws are the ones who don’t think they can pass a mental health test https://t.co/mq7UT36Jh0,"La Plata, MD"
"Until we get some legislative action on Guns and Mental Health, which we will, we have to do all we can as students to make sure we create a positive and inclusive school culture  in addition to that constant push for legislators to protect our futures. https://t.co/62a0OFHCQ9","Georgia, USA"
"Fail @north6162
Lies won't get you into Heaven. You know you told a lie. People hurt people. Seek truth. Seek justice for this child from the monster that caused the hurt, but stop being used to push political agenda.
#TheGreatAwakening 
#peoplekillpeople https://t.co/rcab3jQwey","Oklahoma, USA"
@Sarahchadwickk It doesn't matter your orientation we are all humans who have our own preference the aim in life is to coexsist in harmony  we all want to live without fear and one obstical is guns which must be removed  and trump who avocates them and violence and choas,"Hatboro, PA"
"There have been over 4 million babies aborted since 2012 (Sandy hook date), yet I haven't seen a single pair of baby shoes on the white house lawn. Those aborted babies could be helping their classmates with gun control..but oh wait, they were murdered before birth!","Nashville, TN"
"As a former elementary school teacher and current education researcher at UCLA, I couldn’t be more proud of all the students who walked of school for the cause of gun control!

#NationalStudentWalkout","Los Angeles, CA"
@jesseisgolfing @themarkbenjamin @marcorubio @WhiteHouse @POTUS What is the gun control you want to see happen?,"Davis, CA"
@SenSanders grow up if you don’t want guns then get rid of your body guard https://t.co/XSCIdUvQnV,"Lubbock, TX"
Unreal. Worth a read. https://t.co/qD3VtlywW4,"Manhattan, NY"
"@Gymtertainment @desturbing @trojoan1963 @alex_brandis500 I don’t walk in fear in my own country, never have never will. Fought for my country &amp; grew up in the 80s the most violent time &amp; not so PC. Guns were easier to bring to school seen it all time. The students are weak now. &amp; the media &amp; Gov use fear for control &amp; the sheep follow","District Heights, MD"
"These 3 teenagers are part of the reason the world is doomed. SERIOUSLY, what were they thinking? The freakin White House--1 out of every 4 people you'd pass in that building have a gun. Not to mention hundreds of places guns r hidden in case of emergency... https://t.co/XQI6pQHEWG","Manor, PA"
@realDonaldTrump How about you quit trying to gaslight us all? We know this is no gun control bill.,"Cary, NC"
"Yes, they are uninformed &amp; Brainwashed https://t.co/u2tm8iQAAd","Bridgewater, VA"
"@AC360 NON GUN OWNERS &amp; advocates for common sense gun control HAVE RIGHTS TOO 
🇺🇸🇺🇸🇺🇸","California, USA"
"@HillaryWarnedUs And who has done the opposite! Conveniently tolerant of gun rights. Such a hypocrite, while he keeps telling Dems how to be Dems.","Somers, NY"
"@BillOReilly @mary122514 I am a strong supporter of gun ownership rights.  However, strong support for gun ownership rights is a tacit admission that our government could be somehow illegitimate.","Bronx, NY"
"Nothing against this guy, but I am amazed that he built a 100k following off of subtweets and comments. https://t.co/Aa6mu9fjb3","San Antonio, TX"
@North6162 @NRA @DLoesch Why would you want to show this pic? Do you think ppl are going change their minds about guns becuz of this pic? Nice of you to exploit this kid for your agenda. I guess we can refer to you as a “John”.,"La Habra, CA"
"@washingtonpost One has to wonder what the GOP stands for. They rang in Donald and he was a quick study on how to divide and conquer. He attracted people who sat on the sidelines of apathy, resentment, racism, misogyny, backwardness and joblessness due to advances in technology. Oh yea the guns.","Maryland, USA"
"@Cajsa @SenJohnKennedy @Sker4Lyfe Oh, they don’t murder that many and the guys need their guns.  Just home school your kids. Right, Senator?","Minneapolis, MN"
So is Fortnite like the Sims but with guns?,"West Chester, OH"
i bet if a shooting happened at their school and they witnessed their friends dying this would be a different story... https://t.co/ShjunM09kG,"Porterville, CA"
"On a snow day too, my heart is so filled. I love my home ❤️ https://t.co/hgCThkmsWn","Knoxville, TN"
"GUNS DON'T BELONG IN SCHOOLS UNDER ANY CIRCUMSTANCES! Student killed, another injured in 'accidental' shooting at Birmingham school https://t.co/ecQEQ3sZKo","Queens, NY"
Not https://t.co/Zrv25pa9Bt,"Delray Beach, FL"
"Who's to blame for the economic condition in america?? SIMPLE; THE PEOPLE WHO HAVE THE MOST $$--THEIR $$ CAME FROM THE WORK OF OTHER PEOPLE; THE 1% HAS GUNS TO ENFORCE THEIR $$ EXTRACTION PROCESSES: FILING FEES, RECORDING FEES, INTEREST CHARGES, LAW  &amp; TAXES, NOT prayers to Jesus https://t.co/QzwRbpdDly",United States
"@davidhogg111 @xoxoslc @Texit_Now Then read up on Kennesaw, GA and their crime rate... or Israel and how they have managed to only lose 10 schoolchildren. Read what happened to Jewish children when guns were confiscated in Germany.","Georgia, USA"
Now it became a game. No discussion on school safety...hmm wonder why https://t.co/RcN5OPz4fR,"Coconut Creek, FL"
BUT BOSTON SCHOOLS WERE CLOSED TODAY... https://t.co/g2O0P8PNzO,"Worcester, MA"
"2 “good guys with guns” accidentally fired them in schools on Tuesday
Trump wants to arm teachers. Two accidental shootings in one day show that’s a dangerous idea. #noNRAmoney https://t.co/UPpCV4TdWN via @voxdotcom","Broomfield, CO"
This. 👇 https://t.co/f1wM5LN9tk,"Queens, NY"
"@AC360 NON GUN OWNERS &amp; advocates for common sense gun control HAVE RIGHTS TOO 
🇺🇸🇺🇸🇺🇸","California, USA"
"@BillOReilly @mary122514 I am a strong supporter of gun ownership rights.  However, strong support for gun ownership rights is a tacit admission that our government could be somehow illegitimate.","Bronx, NY"
"@AC360 NON GUN OWNERS &amp; advocates for common sense gun control HAVE RIGHTS TOO 
🇺🇸🇺🇸🇺🇸","California, USA"
"POLITICIANS OR PEOPLE,
PEOPLE OR GUNS.","Pomona, CA"
@somecallmesavvy @javin_morgan What are you protesting? What needs to be added to our gun laws? Please explain I’m interested to hear the bullshit about to spew from you liberal mouth,"Bakersfield, CA"
#WrongWayShaq #BanAssaultWeapons #GunControlNow https://t.co/Kp2re5rj20,"West Palm Beach, FL"
"#MarchForOurLives what a joke, do it on your own time @chuckwoolery https://t.co/vgOVcB0hwU","Virginia, USA"
"Call the kettle black....

Sanders demands gun control while standing behind safety of armed guards... https://t.co/bokyYBjTvL","Morehead City, NC"
And how many parents buy the violent digital games for their kids??! #Hypocrites https://t.co/w67EaQaoH8,"West Bloomfield Township, MI"
Let’s give out guns to all... NOT https://t.co/tuyu0WIfBp,"Arizona, USA"
"@BubblegutzBryan @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She own this issue, and every death caused by it. https://t.co/9rcrOXu21W","Pennsylvania, USA"
"Arming teachers is literally the worst idea anyone could have. What parent in their right mind think that it’s a good idea to have guns in a classroom?! More bullets = more dead students, doesn’t matter who fires the gun https://t.co/45LMusAJEt","Minneapolis, MN"
Go baby go https://t.co/iHMxKUTgXM,"Blacksburg, VA"
"@rblkvette01 @singsgood75 @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She own this issue, and every death caused by it. https://t.co/c2PbrWqlrN","Pennsylvania, USA"
@jpnoblejr @JillDLawrence @cate_mcgowan @LOLGOP @USATODAY @usatodayopinion What a stupid question. He supports common sense gun control. What are you a BernieBro trying to split our party?,"San Francisco, CA"
"“Saying that guns kill people is like saying that spoons make people fat.” North Idaho T-shirt, over a North Idaho education. #notwhatthewalkoutwasaboutdumasses","Idaho, USA"
@POTUS: Spirit Cooking: https://t.co/x2muTjnzlJ #POTUS #animals #maga #AnimalKingdom #AmericaFirst #Poverty #God #Guts #Guns #Inequality #AMERICA #Jesus #American  #DrainTheSwamp #Qanon #Merica #AllLivesMatter #Trump #VEGETABLES #GoodThingsForLife #ThingsPeopleShouldKnow #Art,"California, USA"
"@MsAvaArmstrong @Phillip_H_Davis @MalcolmOutLoud The guns in this country could not be confiscated in 10 lifetimes. Any attempt would be bloody. 
     The military and police would probably refuse.","West Palm Beach, FL"
"You don’t sell guns in the same way the NFL doesn’t sell beer: even if it’s technically true, you’re pushing the product for a hefty profit. https://t.co/5rPSI8bkC3","Bloomfield, NJ"
"@18wheelsrollon @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She own this issue, and every death caused by it. https://t.co/B4tLMS7Hkx","Pennsylvania, USA"
@CanYouHockey @benshapiro Those kids are being controlled by the democrats. Control all the guns you then truly control the people. Cause then they can't fight back as effectively.,"Moss Bluff, LA"
I call BS. @POTUS is not doing any if these. Life is not a reality tv show! Saying this junk and ignoring it is not taking immediate action it’s denigrating dead students killed by guns. Honor the dead. #NeverAgain https://t.co/mmGtefT1bh,"Cupertino, CA"
"@MadameIntern Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She own this issue, and every death caused by it. https://t.co/qeWeZx7v5V","Pennsylvania, USA"
You put conservative lives matter as if anyone is getting murdered because they are conservative? https://t.co/bG5NwXzKcg,"Eugene, OR"
"Teacher friends, great article about the teacher who taught the student activists at #StonemanDouglasHS 👏👏 https://t.co/af5dwXhfp9","Weston, FL"
"Since real guns are allowed everywhere now, does that mean I can finally start bringing my nerf gun with me everywhere? It shoots 90 feet!!","Marquette, MI"
"@KarylKrug @marcorubio @WhiteHouse @POTUS Kids—No changes in America’s lethal gun addiction will be forthcoming. The few laws likely to pass amount to putting filters on cigarettes and calling them safe. Remember, remember, and vote in November. If you can’t, spread the word.....says Stephen King (I agree)","Sunshine Parkway, FL"
